"number" "rank" "title" "studio" "worldwide" "domestic" "overseas" "release_date" "release_year" "genre" "mpaa" "theater" "rating" "genre1" "genre2" "ow" "runt" "weeks" "director1" "director2" "star1" "star2" "budget" "per" "title1" "sh" "shb" "series" "rn" "to_rating" "bb" "price" "adjusted" "adow" "adbudget" "dir_win" "dir_nomi" "st1_win" "st2_win" "st1_nomi" "st2_nomi"
"545" 545 545 "Wild Wild West" "WB" 222.1 113.8 108.3 "June 30" 1999 "Western Comedy" "PG-13" 3430 4.8 "Western" "Comedy" 27.4 107 21.1 "Barry Sonnenfeld" "" "Will Smith" "Kevin Kline" 85 "ss" "wildwildwest" 0 0 0 NA NA 1.34 "5.08" 194.89 46.93 145.57 7 7 56 8 106 30
"546" 546 546 "Presumed Innocent" "WB" 221.3 86.3 135 "July 27" 1990 "Thriller" "PG-13" 3342 6.9 "Thriller" "" NA 127 NA "Alan J. Pakula" "" "Harrison Ford" "Brian Dennehy" 170 "ss" "presumedinnocent" 0 0 0 49 75 0.51 "4.23" 177.5 NA 349.65 11 11 32 5 36 14
"547" 547 547 "Scary Movie 3" "Dim." 220.7 110 110.7 "October 24" 2003 "Horror Comedy" "R" NA 5.4 "Horror" "Comedy" NA 90 NA "David Zucker" "" "Pamela Anderson" "Jenny McCarthy" NA "ns" "scarymovie3" 0 0 1 NA NA NA "6.03" 158.71 NA NA 0 11 2 3 5 8
"548" 548 548 "Elf" "NL" 220.4 173.4 47 "November 7" 2003 "Comedy" "PG-13" 3505 6.9 "Comedy" "" 48.1 95 17 "Jon Favreau" "" "Will Ferrell" "James Caan" 48 "ns" "elf" 0 0 0 82 73 3.61 "6.03" 250.18 69.4 69.25 3 8 9 6 61 18
"549" 549 549 "Green Lantern" "WB" 219.9 116.6 103.3 "June 17" 2011 "AA" "PG" 3381 5.6 "AA" "" 31.1 105 17 "Martin Campbell" "" "Ryan Reynolds" "Blake Lively" 33 "ss" "greenlantern" 1 1 0 NA NA 3.53 "7.93" 127.92 34.12 36.2 2 10 8 7 32 16
"550" 550 550 "The Terminal" "DW" 219.4 77.9 141.5 "June 18" 2004 "Comedy / Drama" "PG-13" 3816 7.3 "Comedy" "Drama" 53.2 128 15 "Steven Spielberg" "" "Tom Hanks" "Catherine Zeta-Jones" 200 "ss" "theterminal" 0 0 0 NA NA 0.39 "6.21" 109.14 74.53 280.19 175 168 76 18 115 32
"551" 551 551 "What Happens in Vegas" "Fox" 219.4 80.3 139.1 "May 9" 2008 "Comedy" "PG-13" 2914 6.1 "Comedy" "" NA 99 NA "Tom Vaughan" "" "Cameron Diaz" "Ashton Kutcher" 60 "ns" "whathappensinvegas" 0 0 0 NA NA 1.34 "7.18" 97.3 NA 72.7 1 2 28 18 82 40
"552" 552 552 "It's Complicated" "Uni." 219.1 112.7 106.4 "December 25" 2009 "Romantic Comedy" "PG-13" 3255 6.6 "Romantic" "Comedy" 20.2 118 19 "Nancy Meyers" "" "Meryl Streep" "Steve Martin" 35 "hs" "it'scomplicated" 0 0 0 NA NA 3.22 "7.50" 130.73 23.43 40.6 6 5 163 22 321 39
"553" 553 553 "Knocked Up" "Uni." 219.1 148.8 70.3 "June 1" 2007 "Romantic Comedy" "R" 2955 7 "Romantic" "Comedy" 22.1 129 14 "Judd Apatow" "" "Seth Rogen" "Katherine Heigl" 85 "ss" "knockedup" 0 0 0 238 79 1.75 "6.88" 188.16 27.95 107.49 15 28 11 9 26 28
"554" 554 554 "Captain Phillips" "Sony" 218.8 107.1 111.7 "October 11" 2013 "Drama" "R" NA 7.9 "Drama" "" NA 134 NA "Paul Greengrass" "" "Tom Hanks" "Catherine Keener" 30 "ns" "captainphillips" 0 0 0 239 82 3.57 "8.13" 114.61 NA 32.1 34 62 76 16 115 52
"555" 555 555 "The Prince of Egypt" "DW" 218.6 101.4 117.2 "December 18" 1998 "Animation" "PG-13" 3143 7 "Animation" "" 25.7 99 20.4 "Brenda Chapman" "Steve Hickner" "Val Kilmer" "Ralph Fiennes" 55 "hs" "theprinceofegypt" 0 0 0 85 67 1.84 "4.69" 188.1 47.67 102.03 3 7 5 32 13 90
"556" 556 556 "Jack Reacher" "Par." 218.3 80.1 138.3 "December 21" 2012 "Crime Drama" "PG" NA 7 "Crime" "Drama" NA 130 NA "Christopher McQuarrie" "" "Tom Cruise" "Rosamund Pike" 70 "hs" "jackreacher" 0 0 0 NA NA 1.14 "7.96" 87.55 NA 76.51 8 3 39 28 76 50
"557" 557 557 "Collateral" "DW" 217.8 101 116.8 "August 6" 2004 "Crime" "PG-13" 3352 7.6 "Crime" "" 15.2 125 13 "Michael Mann" "" "Tom Cruise" "Jamie Foxx" 60 "ss" "collateral" 0 0 0 228 75 1.68 "6.21" 141.5 21.29 84.06 15 36 39 45 76 74
"558" 558 558 "Dracula Untold" "Uni." 217.1 56.3 160.8 "October 10" 2014 "Action Horror" "R" 3205 6.3 "Action" "Horror" 24.7 92 14 "Gary Shore" "" "Luke Evans" "Sarah Gadon" 65 "ns" "draculauntold" 0 0 0 NA NA 0.87 "8.17" 59.95 26.3 69.22 0 1 0 2 3 4
"559" 559 559 "Million Dollar Baby" "WB" 216.8 100.5 116.3 "December 15" 2004 "Sports Drama" "PG-13" 2900 8.1 "Sports" "Drama" NA 137 NA "Clint Eastwood" "" "Clint Eastwood" "Hilary Swank" 70 "hs" "milliondollarbaby" 0 0 0 253 80 1.44 "6.21" 140.8 NA 98.07 143 148 143 55 148 41
"560" 560 560 "Ted 2" "Uni." 216.7 81.5 135.2 "June 26" 2015 "Comedy" "PG-13" NA 6.4 "Comedy" "" NA 115 NA "Seth MacFarlane" "" "Mark Wahlberg" "Seth MacFarlane" 30 "ss" "ted2" 0 0 1 NA NA 2.72 "8.43" 84.11 NA 30.96 15 46 20 15 60 46
"561" 561 561 "The Help" "BV" 216.6 169.7 46.9 "August 10" 2011 "Drama" "R" 3448 8.1 "Drama" "" NA 137 NA "Tate Taylor" "" "Emma Stone" "Viola Davis" 68 "ss" "thehelp" 0 0 0 NA NA 2.5 "7.93" 186.18 NA 74.6 11 16 36 44 76 69
"562" 562 562 "Twins" "Uni." 216.6 111.9 104.7 "December 9" 1988 "Comedy" "PG-13" NA 6 "Comedy" "" NA 105 NA "Ivan Reitman" "" "Arnold Schwarzenegger" "Danny DeVito" 25 "hs" "twins" 0 0 0 142 76 4.48 "4.11" 236.87 NA 52.92 8 11 23 11 31 39
"563" 563 563 "Valentine's Day" "WB (NL)" 216.5 110.5 106 "February 12" 2010 "Romantic Comedy" "PG" 1659 5.8 "Romantic" "Comedy" NA 117 NA "Garry Marshall" "" "Jessica Alba" "Kathy Bates" 15 "ns" "valentine'sday" 0 0 0 NA NA 7.37 "7.89" 121.84 NA 16.54 13 14 14 31 37 83
"564" 564 564 "Bad Teacher" "Sony" 216.2 100.3 115.9 "June 24" 2011 "Comedy" "PG-13" 3665 5.7 "Comedy" "" 56.3 89 12 "Jake Kasdan" "" "Cameron Diaz" "Lucy Punch" 52 "ss" "badteacher" 0 0 0 NA NA 1.93 "7.93" 110.04 61.77 57.05 1 5 28 3 82 6
"565" 565 565 "Clear and Present Danger" "Par." 215.9 122.2 93.7 "August 5" 1994 "Action Thriller" "R" NA 6.9 "Action" "Thriller" NA 141 NA "Phillip Noyce" "" "Harrison Ford" "Willem Dafoe" 20 "ss" "clearandpresentdanger" 0 0 0 NA NA 6.11 "4.18" 254.34 NA 41.63 23 10 32 28 36 36
"566" 566 566 "101 Dalmatians" "Dis." 215.9 144.9 71 "January 25" 1961 "Animation" "PG-13" NA 7.2 "Animation" "" NA 79 NA "Clyde Geronimi" "Hamilton Luske" "Rod Taylor" "J. Pat O'Malley" 62 "ns" "101dalmatians" 0 0 0 NA NA 2.34 "0.69" 1827 NA 781.74 3 6 4 0 3 1
"567" 567 567 "Bram Stoker's Dracula" "Col." 215.9 82.5 133.3 "November 13" 1992 "Period Horror" "G" NA 7.5 "Period" "Horror" NA 127 NA "Francis Ford Coppola" "" "Gary Oldman" "Winona Ryder" NA "ns" "bramstoker'sdracula" 0 0 0 48 67 NA "4.15" 172.95 NA NA 49 47 24 17 44 37
"568" 568 568 "Vertical Limit" "Sony" 215.7 69.2 146.4 "December 18" 2015 "Family Comedy" "R" NA 5.9 "Family" "Comedy" NA 86 NA "Martin Campbell" "" "Chris O'Donnell" "Robin Tunney" 40 "hs" "verticallimit" 0 0 0 NA NA 1.73 "8.43" 71.42 NA 41.28 2 10 4 3 5 4
"569" 569 569 "Alvin and the Chipmunks: The Road Chip" "Fox" 215.6 84.6 131 "December 8" 2000 "Action" "PG-13" NA 4.2 "Action" "" NA 124 NA "Walt Becker" "" "Jason Lee" "Justin Long" 75 "hs" "alvinandthechipmunks:theroadchip" 0 0 1 NA NA 1.13 "5.39" 136.55 NA 121.06 0 1 2 2 22 7
"570" 570 570 "Ghostbusters II" "Col." 215.4 112.5 102.9 "June 16" 1989 "Horror Comedy" "PG" 2410 6.5 "Horror" "Comedy" NA 102 NA "Ivan Reitman" "" "Bill Murray" "Dan Aykroyd" NA "ss" "ghostbustersii" 0 0 0 NA NA NA "3.97" 246.54 NA NA 8 11 49 3 63 14
"571" 571 571 "The Patriot" "Sony" 215.3 113.3 102 "June 28" 2000 "War" "R" 3061 7.1 "War" "" NA 164 NA "Roland Emmerich" "" "Mel Gibson" "Heath Ledger" 110 "ss" "thepatriot" 0 0 0 134 49 1.03 "5.39" 182.88 NA 177.55 13 14 32 74 30 53
"572" 572 572 "The Sorcerer's Apprentice" "BV" 215.3 63.2 152.1 "July 14" 2010 "Fantasy" "PG" 3504 6.1 "Fantasy" "" 17.6 111 15.3 "Jon Turteltaub" "" "Nicolas Cage" "Jay Baruchel" 150 "ss" "thesorcerer'sapprentice" 0 0 0 NA NA 0.42 "7.89" 69.69 19.41 165.4 0 2 40 5 60 10
"573" 573 573 "Just Go With It" "Sony" 214.9 103 111.9 "February 11" 2011 "Romantic Comedy" "PG-13" 3548 6.4 "Romantic" "Comedy" 30.5 110 14 "Dennis Dugan" "" "Adam Sandler" "Jennifer Aniston" 80 "ns" "justgowithit" 0 0 0 NA NA 1.29 "7.93" 113 33.46 87.77 1 4 50 33 68 73
"574" 574 574 "Public Enemies" "Uni." 214.1 97.1 117 "July 1" 2009 "Crime Drama" "R" 3336 7 "Crime" "Drama" 25.3 143 9.3 "Michael Mann" "" "David Wenham" "Christian Stolte" 100 "ss" "publicenemies" 0 0 0 NA NA 0.97 "7.50" 112.64 29.35 116 15 36 15 1 31 0
"575" 575 575 "The Bourne Identity" "Uni." 214 121.7 92.4 "June 14" 2002 "Action Thriller" "PG-13" 2663 7.9 "Action" "Thriller" NA 118 NA "Doug Liman" "" "Matt Damon" "Franka Potente" 60 "ss" "thebourneidentity" 0 0 0 185 72 2.03 "5.81" 182.24 NA 89.85 2 6 34 8 122 7
"576" 576 576 "Disclosure" "WB" 214 83 131 "December 9" 1994 "Drama / Thriller" "R" NA 6 "Drama" "Thriller" NA 129 NA "Barry Levinson" "" "Michael Douglas" "Demi Moore" 55 "hs" "disclosure" 0 0 0 58 47 1.51 "4.18" 172.75 NA 114.47 29 37 58 12 36 28
"577" 577 577 "Dirty Dancing" "Vest" 214 64 150 "August 21" 1987 "Romance" "PG-13" NA 6.9 "Romance" "" NA 105 NA "Emile Ardolino" "" "Jennifer Grey" "Patrick Swayze" 6 "ss" "dirtydancing" 0 0 0 NA NA 10.67 "3.91" 142.4 NA 13.35 9 21 0 5 3 7
"578" 578 578 "Pulp Fiction" "Mira." 213.9 107.9 106 "October 14" 1994 "Crime" "R" NA 8.9 "Crime" "" NA 154 NA "Quentin Tarantino" "" "Tim Roth" "Laura Lovelace" 8 "ns" "pulpfiction" 0 0 0 77 83 13.49 "4.18" 224.58 NA 16.65 120 163 16 NA 19 NA
"579" 579 579 "The Aviator" "Mira." 213.7 102.6 111.1 "December 17" 2004 "Period Drama" "PG-13" NA 7.5 "Period" "Drama" NA 168 NA "Martin Scorsese" "" "Leonardo DiCaprio" "Cate Blanchett" 110 "hs" "theaviator" 0 0 0 213 76 0.93 "6.21" 143.74 NA 154.11 135 185 85 144 195 177
"580" 580 580 "Crouching Tiger Hidden Dragon" "SPC" 213.5 128.1 85.4 "December 8" 2000 "Foreign / Action" "PG-13" NA 7.9 "Foreign" "Action" NA 120 NA "Ang Lee" "" "Yun-Fat Chow" "Michelle Yeoh" 17 "hs" "crouchingtigerhiddendragon" 0 0 0 151 86 7.54 "5.39" 206.77 NA 27.44 96 90 9 6 26 18
"581" 581 581 "Into the Woods" "BV" 213.1 128 85.1 "December 25" 2014 "Musical" "PG" 2833 6 "Musical" "" 31.1 124 16.1 "Rob Marshall" "" "Anna Kendrick" "Daniel Huttlestone" 50 "hs" "intothewoods" 0 0 0 NA NA 2.56 "8.17" 136.3 33.12 53.24 14 21 13 4 57 17
"582" 582 582 "Bedtime Stories" "BV" 212.9 110.1 102.8 "December 25" 2008 "Family Adventure" "PG" 3684 6.1 "Family" "Adventure" 27.5 95 11.1 "Adam Shankman" "" "Adam Sandler" "Keri Russell" 80 "hs" "bedtimestories" 0 0 0 NA NA 1.38 "7.18" 133.41 33.32 96.94 1 3 50 5 68 19
"583" 583 583 "Miss Congeniality" "WB" 212.7 106.8 105.9 "December 22" 2000 "Action Comedy" "PG-13" NA 6.1 "Action" "Comedy" NA 109 NA "Donald Petrie" "" "Sandra Bullock" "Michael Caine" 45 "hs" "misscongeniality" 0 0 0 NA NA 2.37 "5.39" 172.39 NA 72.63 1 3 72 37 102 60
"584" 584 584 "Entrapment" "Fox" 212.4 87.7 124.7 "April 30" 1999 "Romantic Thriller" "PG-13" NA 6.2 "Romantic" "Thriller" NA 113 NA "Jon Amiel" "" "Sean Connery" "Catherine Zeta-Jones" 66 "ns" "entrapment" 0 0 0 NA NA 1.33 "5.08" 150.19 NA 113.03 5 1 37 18 27 32
"585" 585 585 "Ace Ventura: When Nature Calls" "WB" 212.4 108.4 104 "November 10" 1995 "Comedy" "PG-13" NA 6.3 "Comedy" "" NA 94 NA "Steve Oedekerk" "" "Jim Carrey" "Ian McNeice" NA "ns" "aceventura:whennaturecalls" 0 0 1 NA NA NA "4.35" 216.8 NA NA 1 3 45 NA 88 NA
"586" 586 586 "Master and Commander: The Far Side of the World" "Fox" 212 93.9 118.1 "November 14" 2003 "War" "PG-13" 3101 7.4 "War" "" 25.1 138 26 "Peter Weir" "" "Russell Crowe" "Paul Bettany" 150 "ns" "masterandcommander:thefarsideoftheworld" 0 0 1 210 74 0.63 "6.03" 135.48 36.21 216.42 32 56 36 6 66 18
"587" 587 587 "End of Days" "Uni." 212 66.9 145.1 "November 24" 1999 "Action Horror" "R" NA 5.7 "Action" "Horror" NA 121 NA "Peter Hyams" "" "Arnold Schwarzenegger" "Gabriel Byrne" 100 "hs" "endofdays" 0 0 0 NA NA 0.67 "5.08" 114.57 NA 171.26 1 7 23 6 31 16
"588" 588 588 "Battle: Los Angeles" "Sony" 211.8 83.6 128.3 "March 11" 2011 "Sci-Fi Action" "PG-13" 3417 5.8 "Sci-Fi" "Action" NA 116 NA "Jonathan Liebesman" "" "Aaron Eckhart" "Ramon Rodriguez" 70 "ns" "battle:losangeles" 0 0 1 NA NA 1.19 "7.93" 91.72 NA 76.8 2 2 7 0 18 2
"589" 589 589 "Fury" "Sony" 211.8 85.8 126 "October 17" 2014 "War" "R" 3313 NA "War" "" 23.7 134 13.6 "Richard Dennison" "Dolly Parton" "Richard Dennison" "Dolly Parton" 68 "ns" "fury" 0 0 0 343 86 1.26 "8.17" 91.37 25.24 72.41 NA NA NA NA NA NA
"590" 590 590 "Due Date" "WB" 211.8 100.5 111.2 "November 5" 2010 "Comedy" "R" 3365 6.6 "Comedy" "" 32.7 95 12 "Todd Phillips" "" "Robert Downey Jr." "Zach Galifianakis" 65 "ns" "duedate" 0 0 0 NA NA 1.55 "7.89" 110.82 36.06 71.67 5 4 33 18 91 26
"591" 591 591 "Kingdom of Heaven" "Fox" 211.7 47.4 164.3 "May 6" 2005 "Historical Epic" "R" 3219 7.2 "Historical" "Epic" 19.6 145 17 "Ridley Scott" "" "Martin Hancock" "Michael Sheen" 130 "ns" "kingdomofheaven" 0 0 0 NA NA 0.36 "6.41" 64.33 26.6 176.44 31 87 NA NA NA NA
"592" 592 592 "The Little Mermaid" "BV" 211.3 111.5 99.8 "November 17" 1989 "Animation" "G" NA 7.6 "Animation" "" NA 83 NA "Ron Clements" "John Musker" "Rene Auberjonois" "Christopher Daniel Barnes" NA "ns" "thelittlemermaid" 0 0 0 66 81 NA "3.97" 244.35 NA NA 7 8 3 0 9 3
"593" 593 593 "Australia" "Fox" 211.3 49.6 161.8 "November 26" 2008 "Period Adventure" "PG-13" 2721 6.6 "Period" "Adventure" 14.8 165 17.3 "Baz Luhrmann" "" "Shea Adams" "Eddie Baroo" 130 "hs" "australia" 0 0 0 NA NA 0.38 "7.18" 60.1 17.93 157.52 33 49 1 NA 3 NA
"594" 594 594 "District 9" "TriS" 210.8 115.6 95.2 "August 14" 2009 "Sci-Fi" "R" 3180 8 "Sci-Fi" "" 37.4 113 12 "Neill Blomkamp" "" "Sharlto Copley" "Jason Cope" 30 "ss" "district9" 0 0 0 291 79 3.85 "7.50" 134.1 43.38 34.8 11 32 0 NA 11 NA
"595" 595 595 "Braveheart" "Par." 210.4 75.6 134.8 "May 24" 1995 "Historical Epic" "R" 2037 8.4 "Historical" "Epic" 9.9 177 55.3 "Mel Gibson" "" "James Robinson" "Sean Lawlor" 72 "ss" "braveheart" 0 0 0 65 66 1.05 "4.35" 151.2 19.8 144 32 30 NA NA NA NA
"596" 596 596 "Moonraker" "MGM" 210.3 70.3 140 "June 29" 1979 "Action" "PG" NA 6.3 "Action" "" NA 126 NA "Lewis Gilbert" "" "Roger Moore" "Lois Chiles" NA "ss" "moonraker" 0 0 0 NA NA NA "2.51" 243.67 NA NA 8 17 NA NA NA NA
"597" 597 597 "The Others" "Mira." 209.9 96.5 113.4 "August 10" 2001 "Period Horror" "PG-13" NA 7.6 "Period" "Horror" NA 101 NA "Alejandro Amen¨¢bar" "" "Nicole Kidman" "Fionnula Flanagan" 17 "ss" "theothers" 0 0 0 148 72 5.68 "5.66" 148.33 NA 26.13 53 36 65 7 148 11
"598" 598 598 "Horrible Bosses" "WB (NL)" 209.6 117.5 92.1 "July 8" 2011 "Comedy" "R" 3134 6.9 "Comedy" "" 28.3 100 16 "Seth Gordon" "" "Jason Bateman" "Steve Wiebe" 35 "ss" "horriblebosses" 0 0 0 NA NA 3.36 "7.93" 128.91 31.05 38.4 NA NA NA NA NA NA
"599" 599 599 "Red Dragon" "Uni." 209.2 93.1 116 "October 4" 2002 "Thriller" "R" 3363 7.2 "Thriller" "" NA 126 NA "Brett Ratner" "" "Anthony Hopkins" "Edward Norton" 78 "ns" "reddragon" 0 0 0 NA NA 1.19 "5.81" 139.41 NA 116.8 3 4 47 46 54 79
"600" 600 600 "Lemony Snicket's A Series of Unfortunate Events" "Par." 209.1 118.6 90.4 "December 17" 2004 "Family Adventure" "PG" 3623 6.8 "Family" "Adventure" 30.1 113 19 "Brad Silberling" "" "Jim Carrey" "Liam Aiken" 140 "hs" "lemonysnicket'saseriesofunfortunateevents" 0 0 0 NA NA 0.85 "6.21" 166.15 42.17 196.14 0 4 45 1 88 4
"601" 601 601 "Tomorrowland" "BV" 209 93.4 115.6 "May 22" 2015 "Sci-Fi" "PG" 3972 6.5 "Sci-Fi" "" 33 130 17 "Brad Bird" "" "George Clooney" "Hugh Laurie" 190 "ss" "tomorrowland" 0 0 0 NA NA 0.49 "8.43" 96.39 34.06 196.09 30 25 87 18 193 42
"602" 602 602 "Safe House" "Uni." 208.1 126.4 81.7 "February 10" 2012 "Action Thriller" "R" 3121 6.8 "Action" "Thriller" NA 117 NA "Daniel Espinosa" "" "Denzel Washington" "Ryan Reynolds" 85 "ns" "safehouse" 0 0 0 NA NA 1.49 "7.96" 138.15 NA 92.9 3 3 68 8 103 32
"603" 603 603 "S.W.A.T." "Sony" 207.7 116.9 90.8 "August 8" 2003 "Action Thriller" "PG-13" 3220 6 "Action" "Thriller" 37.1 111 17 "Clark Johnson" "" "Samuel L. Jackson" "Colin Farrell" 80 "ss" "s.w.a.t." 0 0 0 NA NA 1.46 "6.03" 168.66 53.53 115.42 0 10 31 12 76 37
"604" 604 604 "Traffic" "USA" 207.5 124.1 83.4 "December 27" 2000 "Crime Drama" "R" NA 7.6 "Crime" "Drama" NA 147 NA "Steven Soderbergh" "" "Benicio Del Toro" "Jacob Vargas" NA "hs" "traffic" 0 0 0 155 81 NA "5.39" 200.31 NA NA 29 74 45 4 66 7
"605" 605 605 "The Fast and the Furious" "Uni." 207.3 144.5 62.8 "June 22" 2001 "Action" "PG-13" 2899 6.7 "Action" "" NA 106 NA "Rob Cohen" "" "Paul Walker" "Vin Diesel" 38 "ss" "thefastandthefurious" 0 0 0 NA NA 3.8 "5.66" 222.11 NA 58.41 3 1 7 7 11 26
"606" 606 606 "Paranormal Activity 3" "Par." 207 104 103 "October 21" 2011 "Horror" "R" 3329 5.8 "Horror" "" 52.6 81 11 "Henry Joost" "Ariel Schulman" "Lauren Bittner" "Christopher Nicholas Smith" 5 "ns" "paranormalactivity3" 0 0 1 NA NA 20.8 "7.93" 114.1 57.71 5.49 1 3 NA NA NA NA
"607" 607 607 "Philadelphia" "TriS" 206.7 77.4 129.2 "December 24" 1993 "Drama" "PG-13" NA 7.7 "Drama" "" NA 125 NA "Jonathan Demme" "" "Tom Hanks" "Denzel Washington" 26 "hs" "philadelphia" 0 0 0 50 66 2.98 "4.14" 162.65 NA 54.64 26 28 76 68 115 103
"608" 608 608 "The Expendables 3" "LGF" 206.2 39.3 166.9 "August 15" 2014 "Action" "PG-13" 3221 6.1 "Action" "" 15.9 103 9 "Patrick Hughes" "" "Sylvester Stallone" "Jason Statham" NA "ss" "theexpendables3" 0 0 1 NA NA NA "8.17" 41.85 16.93 NA 1 3 55 1 58 2
"609" 609 609 "Sleepy Hollow" "Par." 206.1 101.1 105 "November 19" 1999 "Period Horror" "R" 3069 7.4 "Period" "Horror" NA 105 NA "Tim Burton" "" "Johnny Depp" "Christina Ricci" 100 "ns" "sleepyhollow" 0 0 0 126 55 1.01 "5.08" 173.14 NA 171.26 20 58 65 18 115 33
"610" 610 610 "The Jungle Book" "Dis." 205.8 141.8 64 "October 18" 1967 "Animation" "G" NA 7.6 "Animation" "" NA 78 NA "Wolfgang Reitherman" "" "Phil Harris" "Sebastian Cabot" NA "ns" "thejunglebook" 0 0 0 NA NA NA "1.20" 1028.05 NA NA 5 1 0 2 3 4
"611" 611 611 "JFK" "WB" 205.4 70.4 135 "December 20" 1991 "Drama / Thriller" "R" 1395 8 "Drama" "Thriller" NA 206 NA "Oliver Stone" "" "Sally Kirkland" "Anthony Ramirez" NA "hs" "jfk" 0 0 0 60 74 NA "4.21" 145.48 NA NA 51 49 10 NA 5 NA
"612" 612 612 "White House Down" "Sony" 205.4 73.1 132.3 "June 28" 2013 "Action Drama" "PG-13" 3222 6.4 "Action" "Drama" 24.9 137 11.4 "Roland Emmerich" "" "Channing Tatum" "Jamie Foxx" 150 "ss" "whitehousedown" 0 0 0 NA NA 0.49 "8.13" 78.23 26.65 160.52 13 14 19 45 53 74
"613" 613 613 "The Ugly Truth" "Sony" 205.3 88.9 116.4 "July 24" 2009 "Romantic Comedy" "R" 2975 6.5 "Romantic" "Comedy" 27.6 96 11 "Robert Luketic" "" "Katherine Heigl" "Gerard Butler" 38 "ss" "theuglytruth" 0 0 0 NA NA 2.34 "7.50" 103.12 32.02 44.08 4 0 9 2 28 12
"614" 614 614 "The Holiday" "Sony" 205.1 63.2 141.9 "December 8" 2006 "Romantic Comedy" "PG-13" 2698 6.9 "Romantic" "Comedy" 12.8 136 8 "Nancy Meyers" "" "Cameron Diaz" "Kate Winslet" 85 "hs" "theholiday" 0 0 0 46 51 0.74 "6.55" 83.95 17 112.9 6 5 28 80 82 144
"615" 615 615 "The Break-Up" "Uni." 205 118.7 86.3 "June 2" 2006 "Romantic Comedy" "PG-13" 3146 5.8 "Romantic" "Comedy" 39.2 106 14 "Peyton Reed" "" "Vince Vaughn" "Jennifer Aniston" 52 "ss" "thebreakup" 0 0 0 NA NA 2.28 "6.55" 157.66 52.07 69.07 2 3 7 33 12 73
"616" 616 616 "Eat Pray Love" "Sony" 204.6 80.6 124 "August 13" 2010 "Drama" "PG-13" 3108 5.7 "Drama" "" 23.1 133 12 "Ryan Murphy" "" "Julia Roberts" "I. Gusti Ayu Puspawati" 60 "ss" "eatpraylove" 0 0 0 NA NA 1.34 "7.89" 88.87 25.47 66.16 12 43 51 NA 86 NA
"617" 617 617 "King Arthur" "BV" 203.6 51.9 151.7 "July 7" 2004 "Period Adventure" "PG-13" 3086 6.3 "Period" "Adventure" 15.2 130 14.3 "Antoine Fuqua" "" "Clive Owen" "Ioan Gruffudd" 120 "ss" "kingarthur" 0 0 0 NA NA 0.43 "6.21" 72.71 21.29 168.12 3 5 19 2 33 4
"618" 618 618 "Everest" "Uni." 203.4 43.5 159.9 "September 18" 2015 "Thriller" "PG-13" NA NA "Thriller" "" NA 121 NA "Henri de Gerlache" "" "Asil Ra_s" "Christopher Thompson" 55 "ns" "everest" 0 0 0 NA NA 0.79 "8.43" 44.89 NA 56.76 NA NA NA NA NA NA
"619" 619 619 "Vanilla Sky" "Par." 203.4 100.6 102.8 "December 14" 2001 "Thriller" "R" 2842 6.9 "Thriller" "" NA 135 NA "Cameron Crowe" "" "Tom Cruise" "Pen¨¦lope Cruz" 68 "hs" "vanillasky" 0 0 0 NA NA 1.48 "5.66" 154.63 NA 104.52 20 42 39 49 76 92
"620" 620 620 "Need for Speed" "BV" 203.3 43.6 159.7 "March 14" 2014 "Action" "PG-13" 3115 6.5 "Action" "" 17.8 130 14 "Scott Waugh" "" "Aaron Paul" "Dominic Cooper" 66 "ns" "needforspeed" 0 0 0 NA NA 0.66 "8.17" 46.43 18.95 70.28 1 0 18 1 14 9
"621" 621 621 "Hairspray" "NL" 202.5 118.9 83.7 "July 20" 2007 "Musical" "PG" 3121 6.8 "Musical" "" 27.5 107 14 "Adam Shankman" "" "John Travolta" "Michelle Pfeiffer" NA "ss" "hairspray" 0 0 0 211 80 NA "6.88" 150.35 34.77 NA 1 3 40 23 49 36
"622" 622 622 "Patch Adams" "Uni." 202.3 135 67.3 "December 25" 1998 "Comedy / Drama" "PG-13" 2909 6.7 "Comedy" "Drama" NA 115 NA "Tom Shadyac" "" "Robin Williams" "Daniel London" 90 "hs" "patchadams" 0 0 0 NA NA 1.5 "4.69" 250.43 NA 166.95 1 0 63 NA 80 NA
"623" 623 623 "Fun with Dick and Jane" "Sony" 202 110.3 91.7 "December 21" 2005 "Crime Comedy" "PG-13" 3239 6.1 "Crime" "Comedy" 14.4 90 10.3 "Dean Parisot" "" "Jim Carrey" "T¨¦a Leoni" 100 "hs" "funwithdickandjane" 0 0 0 NA NA 1.1 "6.41" 149.71 19.54 135.73 7 5 45 NA 88 NA
"624" 624 624 "Teenage Mutant Ninja Turtles" "NL" 202 135.3 66.7 "March 30" 1990 "Family Adventure" "PG" NA 5.9 "Family" "Adventure" NA 93 NA "Jonathan Liebesman" "" "Megan Fox" "Will Arnett" 13.5 "ns" "teenagemutantninjaturtles" 0 0 0 50 29 10.02 "4.23" 278.28 NA 27.77 2 2 6 5 18 20
"625" 625 625 "Kindergarten Cop" "Uni." 202 91.5 110.5 "December 22" 1990 "Comedy" "PG-13" 1937 6 "Comedy" "" NA 111 NA "Ivan Reitman" "" "Arnold Schwarzenegger" "Penelope Ann Miller" 15 "hs" "kindergartencop" 0 0 0 NA NA 6.1 "4.23" 188.19 NA 30.85 8 11 23 2 31 6
